거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20220103","배출권시장","KRD050032105","2021년 배출권","7100","4200","147420000","4200","147420000"
"20220103","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220104","배출권시장","KRD050032105","2021년 배출권","7100","4800","168580000","4800","168580000"
"20220104","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220105","배출권시장","KRD050032105","2021년 배출권","7100","8000","281875000","8000","281875000"
"20220105","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220105","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","13900","491850000","13900","491850000"
"20220106","배출권시장","KRD050032105","2021년 배출권","7100","11000","388425000","11000","388425000"
"20220106","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220107","배출권시장","KRD050032105","2021년 배출권","7100","11500","406175000","11500","406175000"
"20220110","배출권시장","KRD050032105","2021년 배출권","7100","14800","523795000","14800","523795000"
"20220110","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220111","배출권시장","KRD050032105","2021년 배출권","7100","14700","520905000","14700","520905000"
"20220112","배출권시장","KRD050032105","2021년 배출권","7100","12550","444395000","12550","444395000"
"20220112","배출권시장","KRD050032204","2022년 배출권","7100","0","0","0","0"
"20220112","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220113","배출권시장","KRD050032105","2021년 배출권","7100","20250","717010000","20250","717010000"
"20220113","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220114","배출권시장","KRD050032105","2021년 배출권","7100","7500","265175000","7500","265175000"
"20220114","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","2200","77000000","2200","77000000"
"20220114","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220114","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220117","배출권시장","KRD050032105","2021년 배출권","7100","10300","363750000","10300","363750000"
"20220117","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","58","2030000","58","2030000"
"20220117","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220118","배출권시장","KRD050032105","2021년 배출권","7100","5000","176075000","5000","176075000"
"20220118","배출권시장","KRD050032204","2022년 배출권","7100","0","0","0","0"
"20220118","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220118","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220118","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","1635","57225000","1635","57225000"
"20220119","배출권시장","KRD050032105","2021년 배출권","7100","8000","280825000","8000","280825000"
"20220119","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220119","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220119","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","2000","70000000","2000","70000000"
"20220120","배출권시장","KRD050032105","2021년 배출권","7100","14000","492000000","14000","492000000"
"20220120","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220120","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","4800","168000000","4800","168000000"
"20220121","배출권시장","KRD050032105","2021년 배출권","7100","40300","1410875000","40300","1410875000"
"20220121","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220121","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220121","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220124","배출권시장","KRD050032105","2021년 배출권","7100","21000","734000000","21000","734000000"
"20220124","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220124","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","3000","105000000","3000","105000000"
"20220125","배출권시장","KRD050032105","2021년 배출권","7100","13048","455775200","13048","455775200"
"20220125","배출권시장","KRD052000001","2020-2022년 외부사업 온실가스 감축량","7100","2644","92540000","2644","92540000"
"20220125","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220126","배출권시장","KRD050032105","2021년 배출권","7100","28500","996150000","28500","996150000"
"20220126","배출권시장","KRD052032103","2021-2023년 외부사업 온실가스 감축량","7100","0","0","0","0"
"20220126","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","3200","112000000","3200","112000000"
"20220127","배출권시장","KRD050032105","2021년 배출권","7100","36900","1287710000","36900","1287710000"
"20220127","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","2000","70000000","2000","70000000"
"20220128","배출권시장","KRD050032105","2021년 배출권","7100","19242","671686900","19242","671686900"
"20220128","배출권시장","KRD054032101","2021-2023년 국외 외부사업 온실가스 감축량","7100","3000","105000000","3000","105000000"
