거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20200302","금시장","KRD040200002","금 현물 99.99_1Kg","1000","31190","1923822310","2088","127922260"
"20200302","금시장","KRD040200002","금 현물 99.99_1Kg","4000","4482","274948300","1503","92169050"
"20200302","금시장","KRD040200002","금 현물 99.99_1Kg","7100","6463","397200490","8635","527905460"
"20200302","금시장","KRD040200002","금 현물 99.99_1Kg","8000","91770","5627482140","121227","7447725710"
"20200302","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","452","27730760"
"20200302","금시장","KRD040201000","미니금 현물 99.99_100g","1000","1600","98132320","2476","151760220"
"20200302","금시장","KRD040201000","미니금 현물 99.99_100g","4000","1320","80653790","1031","63441830"
"20200302","금시장","KRD040201000","미니금 현물 99.99_100g","7100","702","43516890","587","36284130"
"20200302","금시장","KRD040201000","미니금 현물 99.99_100g","8000","3191","195550830","2719","166367650"
"20200303","금시장","KRD040200002","금 현물 99.99_1Kg","1000","25819","1579761680","401","24583080"
"20200303","금시장","KRD040200002","금 현물 99.99_1Kg","4000","6817","417260740","15395","940878750"
"20200303","금시장","KRD040200002","금 현물 99.99_1Kg","7100","0","0","1180","72274910"
"20200303","금시장","KRD040200002","금 현물 99.99_1Kg","8000","23920","1463013070","39575","2421994050"
"20200303","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","5","304700"
"20200303","금시장","KRD040201000","미니금 현물 99.99_100g","1000","2713","165309560","364","22186960"
"20200303","금시장","KRD040201000","미니금 현물 99.99_100g","4000","76","4635430","2521","153604530"
"20200303","금시장","KRD040201000","미니금 현물 99.99_100g","7100","585","35708910","0","0"
"20200303","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1073","65445890","1562","95308300"
"20200304","금시장","KRD040200002","금 현물 99.99_1Kg","1000","8787","552595850","1141","71248070"
"20200304","금시장","KRD040200002","금 현물 99.99_1Kg","4000","13039","816656530","8625","541356920"
"20200304","금시장","KRD040200002","금 현물 99.99_1Kg","7100","2815","176828550","11005","688157020"
"20200304","금시장","KRD040200002","금 현물 99.99_1Kg","8000","43412","2720159850","47275","2965039240"
"20200304","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","7","439530"
"20200304","금시장","KRD040201000","미니금 현물 99.99_100g","1000","1067","66780010","567","35406610"
"20200304","금시장","KRD040201000","미니금 현물 99.99_100g","4000","213","13293190","327","20470200"
"20200304","금시장","KRD040201000","미니금 현물 99.99_100g","7100","30","1882500","0","0"
"20200304","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1116","69737170","1532","95816060"
"20200305","금시장","KRD040200002","금 현물 99.99_1Kg","1000","29644","1853960960","107","6680010"
"20200305","금시장","KRD040200002","금 현물 99.99_1Kg","4000","2945","183962700","6033","377111180"
"20200305","금시장","KRD040200002","금 현물 99.99_1Kg","7100","4243","265369770","1530","95514200"
"20200305","금시장","KRD040200002","금 현물 99.99_1Kg","8000","22356","1397058480","51518","3221046520"
"20200305","금시장","KRD040201000","미니금 현물 99.99_100g","1000","1771","110180210","249","15477840"
"20200305","금시장","KRD040201000","미니금 현물 99.99_100g","4000","545","33953250","240","14959200"
"20200305","금시장","KRD040201000","미니금 현물 99.99_100g","7100","0","0","30","1865400"
"20200305","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1244","77441210","3041","189272230"
"20200306","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","30097","1920786800"
"20200306","금시장","KRD040200002","금 현물 99.99_1Kg","4000","20706","1321029870","1321","84210440"
"20200306","금시장","KRD040200002","금 현물 99.99_1Kg","7100","3384","215771160","14642","932597910"
"20200306","금시장","KRD040200002","금 현물 99.99_1Kg","8000","77806","4963669070","55740","3556776970"
"20200306","금시장","KRD040200002","금 현물 99.99_1Kg","9001","60","3835550","156","9933530"
"20200306","금시장","KRD040201000","미니금 현물 99.99_100g","1000","280","17874750","1332","84838510"
"20200306","금시장","KRD040201000","미니금 현물 99.99_100g","4000","2196","139916910","1097","70033230"
"20200306","금시장","KRD040201000","미니금 현물 99.99_100g","7100","0","0","352","22422480"
"20200306","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1409","89848410","1104","70345850"
"20200309","금시장","KRD040200002","금 현물 99.99_1Kg","1000","17938","1169659280","17740","1155720480"
"20200309","금시장","KRD040200002","금 현물 99.99_1Kg","4000","12691","826356630","2594","168966830"
"20200309","금시장","KRD040200002","금 현물 99.99_1Kg","7100","5976","386943640","9768","632108930"
"20200309","금시장","KRD040200002","금 현물 99.99_1Kg","8000","108224","7023997190","116342","7554104850"
"20200309","금시장","KRD040200002","금 현물 99.99_1Kg","9001","1619","104205470","4","261120"
"20200309","금시장","KRD040201000","미니금 현물 99.99_100g","1000","496","32389550","881","57383850"
"20200309","금시장","KRD040201000","미니금 현물 99.99_100g","4000","973","62520360","316","20634800"
"20200309","금시장","KRD040201000","미니금 현물 99.99_100g","7100","50","3287500","461","29448680"
"20200309","금시장","KRD040201000","미니금 현물 99.99_100g","8000","3295","213200070","3150","203546390"
"20200309","금시장","KRD040201000","미니금 현물 99.99_100g","9001","0","0","6","383760"
"20200310","금시장","KRD040200002","금 현물 99.99_1Kg","1000","14503","928333830","4069","261008560"
"20200310","금시장","KRD040200002","금 현물 99.99_1Kg","4000","3060","196105180","1178","75628500"
"20200310","금시장","KRD040200002","금 현물 99.99_1Kg","7100","1756","113246760","4300","274978520"
"20200310","금시장","KRD040200002","금 현물 99.99_1Kg","8000","59087","3786592170","68879","4413963660"
"20200310","금시장","KRD040200002","금 현물 99.99_1Kg","9001","35","2255750","15","954450"
"20200310","금시장","KRD040201000","미니금 현물 99.99_100g","1000","316","20011110","1399","88473770"
"20200310","금시장","KRD040201000","미니금 현물 99.99_100g","4000","1494","94935540","1297","83831420"
"20200310","금시장","KRD040201000","미니금 현물 99.99_100g","7100","1679","108650260","384","24430000"
"20200310","금시장","KRD040201000","미니금 현물 99.99_100g","8000","2559","164686960","2964","191295360"
"20200310","금시장","KRD040201000","미니금 현물 99.99_100g","9001","0","0","4","253320"
"20200311","금시장","KRD040200002","금 현물 99.99_1Kg","1000","26457","1682148280","2945","187494210"
"20200311","금시장","KRD040200002","금 현물 99.99_1Kg","4000","757","47797570","19262","1221518670"
"20200311","금시장","KRD040200002","금 현물 99.99_1Kg","7100","564","35689690","1200","76549520"
"20200311","금시장","KRD040200002","금 현물 99.99_1Kg","8000","44781","2847247590","49172","3128594330"
"20200311","금시장","KRD040200002","금 현물 99.99_1Kg","9001","20","1273600","0","0"
"20200311","금시장","KRD040201000","미니금 현물 99.99_100g","1000","1410","89007840","294","18596580"
"20200311","금시장","KRD040201000","미니금 현물 99.99_100g","4000","275","17448090","1185","74739820"
"20200311","금시장","KRD040201000","미니금 현물 99.99_100g","7100","158","10085140","0","0"
"20200311","금시장","KRD040201000","미니금 현물 99.99_100g","8000","689","43706680","1053","66911350"
"20200312","금시장","KRD040200002","금 현물 99.99_1Kg","1000","22826","1445729130","760","48176280"
"20200312","금시장","KRD040200002","금 현물 99.99_1Kg","4000","552","34985580","34129","2157322160"
"20200312","금시장","KRD040200002","금 현물 99.99_1Kg","7100","1810","114760310","10328","652585090"
"20200312","금시장","KRD040200002","금 현물 99.99_1Kg","8000","76309","4823276110","55932","3538695740"
"20200312","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","348","21971860"
"20200312","금시장","KRD040201000","미니금 현물 99.99_100g","1000","3018","190803400","599","37742310"
"20200312","금시장","KRD040201000","미니금 현물 99.99_100g","4000","689","43354900","1562","98718380"
"20200312","금시장","KRD040201000","미니금 현물 99.99_100g","7100","0","0","0","0"
"20200312","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1369","86191900","2915","183889510"
"20200313","금시장","KRD040200002","금 현물 99.99_1Kg","1000","9707","603110280","500","30945000"
"20200313","금시장","KRD040200002","금 현물 99.99_1Kg","4000","4116","253089510","32804","2033225260"
"20200313","금시장","KRD040200002","금 현물 99.99_1Kg","7100","9284","574537900","11804","721975040"
"20200313","금시장","KRD040200002","금 현물 99.99_1Kg","8000","162399","10005247790","139678","8605500830"
"20200313","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","720","44339350"
"20200313","금시장","KRD040201000","미니금 현물 99.99_100g","1000","0","0","100","6129000"
"20200313","금시장","KRD040201000","미니금 현물 99.99_100g","4000","148","9192250","3394","210872930"
"20200313","금시장","KRD040201000","미니금 현물 99.99_100g","7100","492","30779590","1427","87478360"
"20200313","금시장","KRD040201000","미니금 현물 99.99_100g","8000","6869","423473570","2588","158965120"
"20200316","금시장","KRD040200002","금 현물 99.99_1Kg","1000","33413","2025666800","1500","90365000"
"20200316","금시장","KRD040200002","금 현물 99.99_1Kg","4000","2586","157187240","4063","247170710"
"20200316","금시장","KRD040200002","금 현물 99.99_1Kg","7100","10578","642586190","13538","817601540"
"20200316","금시장","KRD040200002","금 현물 99.99_1Kg","8000","97131","5887565040","124274","7537820910"
"20200316","금시장","KRD040200002","금 현물 99.99_1Kg","9001","513","31164750","846","51211860"
"20200316","금시장","KRD040201000","미니금 현물 99.99_100g","1000","2889","174589310","0","0"
"20200316","금시장","KRD040201000","미니금 현물 99.99_100g","4000","592","35766600","1089","66359810"
"20200316","금시장","KRD040201000","미니금 현물 99.99_100g","7100","185","11263090","815","49060500"
"20200316","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1752","105486810","3514","211685500"
"20200317","금시장","KRD040200002","금 현물 99.99_1Kg","1000","6244","373054590","232","13895000"
"20200317","금시장","KRD040200002","금 현물 99.99_1Kg","4000","1907","114089920","3191","191280950"
