거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20200203","금시장","KRD040200002","금 현물 99.99_1Kg","1000","100","6045000","25100","1515362380"
"20200203","금시장","KRD040200002","금 현물 99.99_1Kg","4000","7898","475154260","427","25858240"
"20200203","금시장","KRD040200002","금 현물 99.99_1Kg","7100","100","6013280","38550","2327677260"
"20200203","금시장","KRD040200002","금 현물 99.99_1Kg","8000","110061","6647532150","54125","3268430680"
"20200203","금시장","KRD040200002","금 현물 99.99_1Kg","9001","43","2583870","0","0"
"20200203","금시장","KRD040201000","미니금 현물 99.99_100g","1000","0","0","5422","329243850"
"20200203","금시장","KRD040201000","미니금 현물 99.99_100g","4000","2606","158088590","1143","69602430"
"20200203","금시장","KRD040201000","미니금 현물 99.99_100g","7100","520","31694900","0","0"
"20200203","금시장","KRD040201000","미니금 현물 99.99_100g","8000","4173","253677130","734","44614340"
"20200204","금시장","KRD040200002","금 현물 99.99_1Kg","1000","0","0","20581","1232711100"
"20200204","금시장","KRD040200002","금 현물 99.99_1Kg","4000","15071","902342120","1966","117785020"
"20200204","금시장","KRD040200002","금 현물 99.99_1Kg","7100","3453","206217850","17890","1069643980"
"20200204","금시장","KRD040200002","금 현물 99.99_1Kg","8000","47776","2859413010","25863","1547832880"
"20200204","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","0","0"
"20200204","금시장","KRD040201000","미니금 현물 99.99_100g","1000","73","4410860","1830","109824250"
"20200204","금시장","KRD040201000","미니금 현물 99.99_100g","4000","2572","154426650","873","52833960"
"20200204","금시장","KRD040201000","미니금 현물 99.99_100g","7100","164","9877600","647","38671900"
"20200204","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1054","63460560","513","30845560"
"20200205","금시장","KRD040200002","금 현물 99.99_1Kg","1000","4749","282005210","6594","391630500"
"20200205","금시장","KRD040200002","금 현물 99.99_1Kg","4000","2752","162651750","265","15764330"
"20200205","금시장","KRD040200002","금 현물 99.99_1Kg","7100","7247","429643920","12488","739897580"
"20200205","금시장","KRD040200002","금 현물 99.99_1Kg","8000","33690","1998552910","28979","1718955500"
"20200205","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","112","6605880"
"20200205","금시장","KRD040201000","미니금 현물 99.99_100g","1000","49","2907080","2089","124163460"
"20200205","금시장","KRD040201000","미니금 현물 99.99_100g","4000","2263","134527740","125","7423000"
"20200205","금시장","KRD040201000","미니금 현물 99.99_100g","7100","431","25580630","703","41551800"
"20200205","금시장","KRD040201000","미니금 현물 99.99_100g","8000","906","53564200","732","43441390"
"20200206","금시장","KRD040200002","금 현물 99.99_1Kg","1000","9143","541261630","0","0"
"20200206","금시장","KRD040200002","금 현물 99.99_1Kg","4000","1565","92642630","9146","541883960"
"20200206","금시장","KRD040200002","금 현물 99.99_1Kg","7100","9337","552346370","582","34349650"
"20200206","금시장","KRD040200002","금 현물 99.99_1Kg","8000","20094","1188005050","30411","1798022070"
"20200206","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","0","0"
"20200206","금시장","KRD040201000","미니금 현물 99.99_100g","1000","1736","102744560","242","14302140"
"20200206","금시장","KRD040201000","미니금 현물 99.99_100g","4000","405","23938910","947","56062400"
"20200206","금시장","KRD040201000","미니금 현물 99.99_100g","7100","89","5254080","0","0"
"20200206","금시장","KRD040201000","미니금 현물 99.99_100g","8000","476","28136790","1517","89709800"
"20200207","금시장","KRD040200002","금 현물 99.99_1Kg","1000","2696","161417320","1271","75995840"
"20200207","금시장","KRD040200002","금 현물 99.99_1Kg","4000","2941","175540110","13904","831699280"
"20200207","금시장","KRD040200002","금 현물 99.99_1Kg","7100","3316","198423290","332","19850280"
"20200207","금시장","KRD040200002","금 현물 99.99_1Kg","8000","20191","1207414220","13637","815249540"
"20200207","금시장","KRD040200002","금 현물 99.99_1Kg","9001","0","0","0","0"
"20200207","금시장","KRD040201000","미니금 현물 99.99_100g","1000","201","12038570","292","17425680"
"20200207","금시장","KRD040201000","미니금 현물 99.99_100g","4000","197","11792870","620","37134820"
"20200207","금시장","KRD040201000","미니금 현물 99.99_100g","7100","48","2875440","0","0"
"20200207","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1018","60902450","552","33048830"
"20200210","금시장","KRD040200002","금 현물 99.99_1Kg","1000","254","15274670","22100","1323117870"
"20200210","금시장","KRD040200002","금 현물 99.99_1Kg","4000","10352","620999560","2365","142060760"
"20200210","금시장","KRD040200002","금 현물 99.99_1Kg","7100","11462","686417430","10903","652560950"
"20200210","금시장","KRD040200002","금 현물 99.99_1Kg","8000","56196","3362823190","42877","2566639970"
"20200210","금시장","KRD040200002","금 현물 99.99_1Kg","9001","14","841400","33","1976700"
"20200210","금시장","KRD040201000","미니금 현물 99.99_100g","1000","335","20210640","2219","133235940"
"20200210","금시장","KRD040201000","미니금 현물 99.99_100g","4000","1159","69519060","317","19194100"
"20200210","금시장","KRD040201000","미니금 현물 99.99_100g","7100","145","8710260","50","3001000"
"20200210","금시장","KRD040201000","미니금 현물 99.99_100g","8000","1555","93538970","608","36547890"
"20200211","금시장","KRD040200002","금 현물 99.99_1Kg","1000","118","7036300","892","53234560"
"20200211","금시장","KRD040200002","금 현물 99.99_1Kg","4000","5639","336484940","1068","63752550"
