거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20210302","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","200000","277000000","0","0"
"20210302","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","200000","277000000"
"20210302","석유시장","KRD040104535","휘-자가상표-동해옥계","A0002","20000","28600000","0","0"
"20210302","석유시장","KRD040104535","휘-자가상표-동해옥계","C0016","0","0","20000","28600000"
"20210302","석유시장","KRD040104550","휘-자가상표-성남","A0002","100000","143000000","0","0"
"20210302","석유시장","KRD040104550","휘-자가상표-성남","C0016","0","0","100000","143000000"
"20210302","석유시장","KRD040104618","휘-자가상표-목포(보)","A0003","180000","249300000","0","0"
"20210302","석유시장","KRD040104618","휘-자가상표-목포(보)","B0004","0","0","180000","249300000"
"20210302","석유시장","KRD040104642","휘-자가상표-성남(보)","A0003","140000","193900000","0","0"
"20210302","석유시장","KRD040104642","휘-자가상표-성남(보)","C0008","0","0","140000","193900000"
"20210302","석유시장","KRD040104733","휘-자가상표-동해옥계(보)","A0002","0","0","0","0"
"20210302","석유시장","KRD040114013","경-자가상표-고양","A0002","40000","49200000","0","0"
"20210302","석유시장","KRD040114013","경-자가상표-고양","C0016","0","0","40000","49200000"
"20210302","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","420000","493500000","0","0"
"20210302","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","420000","493500000"
"20210302","석유시장","KRD040114534","경-자가상표-동해옥계","A0002","40000","49200000","0","0"
"20210302","석유시장","KRD040114534","경-자가상표-동해옥계","C0016","0","0","40000","49200000"
"20210302","석유시장","KRD040114542","경-자가상표-부산","A0002","80000","98400000","0","0"
"20210302","석유시장","KRD040114542","경-자가상표-부산","C0016","0","0","80000","98400000"
"20210302","석유시장","KRD040114559","경-자가상표-성남","A0002","300000","369000000","0","0"
"20210302","석유시장","KRD040114559","경-자가상표-성남","C0016","0","0","300000","369000000"
"20210302","석유시장","KRD040114567","경-자가상표-인천","A0002","40000","49200000","0","0"
"20210302","석유시장","KRD040114567","경-자가상표-인천","C0016","0","0","40000","49200000"
"20210302","석유시장","KRD040114617","경-자가상표-목포(보)","A0003","440000","517000000","0","0"
"20210302","석유시장","KRD040114617","경-자가상표-목포(보)","B0004","0","0","440000","517000000"
"20210302","석유시장","KRD040114641","경-자가상표-성남(보)","A0003","180000","211500000","0","0"
"20210302","석유시장","KRD040114641","경-자가상표-성남(보)","C0008","0","0","180000","211500000"
"20210302","석유시장","KRD040124012","등-자가상표-고양","A0002","60000","43800000","0","0"
"20210302","석유시장","KRD040124012","등-자가상표-고양","C0016","0","0","60000","43800000"
"20210302","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","380000","260300000","0","0"
"20210302","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","380000","260300000"
"20210302","석유시장","KRD040124533","등-자가상표-동해옥계","A0002","40000","29200000","0","0"
"20210302","석유시장","KRD040124533","등-자가상표-동해옥계","C0016","0","0","40000","29200000"
"20210302","석유시장","KRD040124616","등-자가상표-목포(보)","A0003","200000","137000000","0","0"
"20210302","석유시장","KRD040124616","등-자가상표-목포(보)","B0004","0","0","200000","137000000"
"20210303","석유시장","KRD040104618","휘-자가상표-목포(보)","A0003","220000","308000000","0","0"
"20210303","석유시장","KRD040104618","휘-자가상표-목포(보)","B0004","0","0","220000","308000000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D0155","0","0","180000","251100000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1166","0","0","0","0"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1247","0","0","40000","55800000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1262","0","0","40000","55800000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1294","0","0","0","0"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1395","0","0","40000","55800000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1498","0","0","120000","167400000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1526","0","0","0","0"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1536","0","0","40000","55800000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1543","0","0","60000","83700000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1557","0","0","20000","27900000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1574","0","0","60000","83700000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1578","0","0","40000","55800000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1589","0","0","0","0"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1595","0","0","20000","27900000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","D1608","0","0","0","0"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","E0062","0","0","60000","83700000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","E0074","0","0","60000","83700000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","E0189","0","0","60000","83700000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","E0290","0","0","60000","83700000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","E0436","0","0","60000","83700000"
"20210303","석유시장","KRD040105466","휘-알뜰-서평택","F0001","960000","1339200000","0","0"
