거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20210201","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","180000","241200000","0","0"
"20210201","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","180000","241200000"
"20210201","석유시장","KRD040104618","휘-자가상표-목포(보)","A0003","40000","53600000","0","0"
"20210201","석유시장","KRD040104618","휘-자가상표-목포(보)","B0004","0","0","40000","53600000"
"20210201","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","340000","387600000","0","0"
"20210201","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","340000","387600000"
"20210201","석유시장","KRD040114617","경-자가상표-목포(보)","A0003","240000","273600000","0","0"
"20210201","석유시장","KRD040114617","경-자가상표-목포(보)","B0004","0","0","240000","273600000"
"20210201","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","580000","371200000","0","0"
"20210201","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","580000","371200000"
"20210201","석유시장","KRD040124616","등-자가상표-목포(보)","A0003","60000","38400000","0","0"
"20210201","석유시장","KRD040124616","등-자가상표-목포(보)","B0004","0","0","60000","38400000"
"20210202","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","120000","160800000","0","0"
"20210202","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","120000","160800000"
"20210202","석유시장","KRD040104618","휘-자가상표-목포(보)","A0003","100000","134000000","0","0"
"20210202","석유시장","KRD040104618","휘-자가상표-목포(보)","B0004","0","0","100000","134000000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D0279","0","0","20000","26500000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1166","0","0","80000","105680000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1184","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1188","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1229","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1247","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1262","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1294","0","0","80000","105680000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1395","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1432","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1434","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1443","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1457","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1496","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1498","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1508","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1510","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1522","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1529","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1534","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1543","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1578","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1586","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1589","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1595","0","0","80000","106000000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1600","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","D1606","0","0","20000","26410000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0062","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0068","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0074","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0093","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0094","0","0","60000","79500000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0108","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0111","0","0","60000","79260000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0189","0","0","40000","52840000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0207","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0234","0","0","20000","26420000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0290","0","0","60000","79500000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0298","0","0","80000","105720000"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0348","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","E0436","0","0","0","0"
"20210202","석유시장","KRD040105466","휘-알뜰-서평택","F0001","600000","793510000","0","0"
"20210202","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","340000","387600000","0","0"
"20210202","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","340000","387600000"
"20210202","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","800000","512000000","0","0"
"20210202","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","800000","512000000"
"20210202","석유시장","KRD040124616","등-자가상표-목포(보)","A0003","100000","64000000","0","0"
"20210202","석유시장","KRD040124616","등-자가상표-목포(보)","B0004","0","0","100000","64000000"
"20210203","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","120000","160800000","0","0"
"20210203","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","120000","160800000"
"20210203","석유시장","KRD040104618","휘-자가상표-목포(보)","A0003","100000","134000000","0","0"
"20210203","석유시장","KRD040104618","휘-자가상표-목포(보)","B0004","0","0","100000","134000000"
"20210203","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","320000","364800000","0","0"
"20210203","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","320000","364800000"
"20210203","석유시장","KRD040114617","경-자가상표-목포(보)","A0003","100000","114000000","0","0"
"20210203","석유시장","KRD040114617","경-자가상표-목포(보)","B0004","0","0","100000","114000000"
"20210203","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","700000","448000000","0","0"
"20210203","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","700000","448000000"
"20210203","석유시장","KRD040124616","등-자가상표-목포(보)","A0003","80000","51200000","0","0"
"20210203","석유시장","KRD040124616","등-자가상표-목포(보)","B0004","0","0","80000","51200000"
"20210204","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","300000","402000000","0","0"
"20210204","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","300000","402000000"
"20210204","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","1500000","1710000000","0","0"
"20210204","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","1500000","1710000000"
"20210204","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","800000","512000000","0","0"
"20210204","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","800000","512000000"
"20210205","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","300000","402000000","0","0"
"20210205","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","300000","402000000"
"20210205","석유시장","KRD040104618","휘-자가상표-목포(보)","A0003","40000","53600000","0","0"
"20210205","석유시장","KRD040104618","휘-자가상표-목포(보)","B0004","0","0","40000","53600000"
"20210205","석유시장","KRD040104642","휘-자가상표-성남(보)","A0003","300000","402000000","0","0"
"20210205","석유시장","KRD040104642","휘-자가상표-성남(보)","C0250","0","0","300000","402000000"
"20210205","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","640000","729600000","0","0"
"20210205","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","640000","729600000"
"20210205","석유시장","KRD040114617","경-자가상표-목포(보)","A0003","560000","638400000","0","0"
"20210205","석유시장","KRD040114617","경-자가상표-목포(보)","B0004","0","0","560000","638400000"
"20210205","석유시장","KRD040114641","경-자가상표-성남(보)","A0003","800000","912000000","0","0"
"20210205","석유시장","KRD040114641","경-자가상표-성남(보)","C0008","0","0","100000","114000000"
"20210205","석유시장","KRD040114641","경-자가상표-성남(보)","C0250","0","0","700000","798000000"
"20210205","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","700000","448000000","0","0"
"20210205","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","700000","448000000"
"20210205","석유시장","KRD040124640","등-자가상표-성남(보)","A0003","60000","38400000","0","0"
"20210205","석유시장","KRD040124640","등-자가상표-성남(보)","C0250","0","0","60000","38400000"
"20210208","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","180000","241200000","0","0"
"20210208","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","180000","241200000"
"20210208","석유시장","KRD040104550","휘-자가상표-성남","A0002","100000","135000000","0","0"
"20210208","석유시장","KRD040104550","휘-자가상표-성남","C0016","0","0","100000","135000000"
"20210208","석유시장","KRD040104568","휘-자가상표-인천","A0002","60000","81000000","0","0"
"20210208","석유시장","KRD040104568","휘-자가상표-인천","C0016","0","0","60000","81000000"
"20210208","석유시장","KRD040104618","휘-자가상표-목포(보)","A0003","240000","321600000","0","0"
"20210208","석유시장","KRD040104618","휘-자가상표-목포(보)","B0004","0","0","240000","321600000"
"20210208","석유시장","KRD040114153","경-자가상표-천안","A0002","40000","46000000","0","0"
"20210208","석유시장","KRD040114153","경-자가상표-천안","C0016","0","0","40000","46000000"
"20210208","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","440000","501600000","0","0"
"20210208","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","440000","501600000"
"20210208","석유시장","KRD040114559","경-자가상표-성남","A0002","160000","184000000","0","0"
"20210208","석유시장","KRD040114559","경-자가상표-성남","C0016","0","0","160000","184000000"
"20210208","석유시장","KRD040114567","경-자가상표-인천","A0002","80000","92000000","0","0"
"20210208","석유시장","KRD040114567","경-자가상표-인천","C0016","0","0","80000","92000000"
"20210208","석유시장","KRD040114617","경-자가상표-목포(보)","A0003","140000","159600000","0","0"
"20210208","석유시장","KRD040114617","경-자가상표-목포(보)","B0004","0","0","140000","159600000"
"20210208","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","840000","537600000","0","0"
"20210208","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","840000","537600000"
