거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20200102","배출권시장","KRD050021900","2019년 배출권","7100","1500","54750000","1500","54750000"
"20200102","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200103","배출권시장","KRD050021900","2019년 배출권","7100","5451","215565000","5451","215565000"
"20200103","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200103","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","15304","603742800","15304","603742800"
"20200106","배출권시장","KRD050021900","2019년 배출권","7100","5500","177000000","5500","177000000"
"20200106","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200107","배출권시장","KRD050021900","2019년 배출권","7100","5000","176000000","5000","176000000"
"20200108","배출권시장","KRD050021900","2019년 배출권","7100","0","0","0","0"
"20200108","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200108","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200109","배출권시장","KRD050021900","2019년 배출권","7100","5000","177500000","5000","177500000"
"20200110","배출권시장","KRD050021900","2019년 배출권","7100","12000","445750000","12000","445750000"
"20200110","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200110","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200113","배출권시장","KRD050021900","2019년 배출권","7100","4000","154025000","4000","154025000"
"20200113","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200113","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200114","배출권시장","KRD050021900","2019년 배출권","7100","5000","186450000","5000","186450000"
"20200114","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200114","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200115","배출권시장","KRD050021900","2019년 배출권","7100","14600","565070000","14600","565070000"
"20200115","배출권시장","KRD050022007","2020년 배출권","7100","13300","505400000","13300","505400000"
"20200115","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200116","배출권시장","KRD050021900","2019년 배출권","7100","8100","318377500","8100","318377500"
"20200116","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200116","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200117","배출권시장","KRD050021900","2019년 배출권","7100","1500","57150000","1500","57150000"
"20200117","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200117","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200120","배출권시장","KRD050021900","2019년 배출권","7100","0","0","0","0"
"20200120","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200120","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200121","배출권시장","KRD050021900","2019년 배출권","7100","112000","4295100000","112000","4295100000"
"20200121","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200121","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200122","배출권시장","KRD050021900","2019년 배출권","7100","51000","1949150000","51000","1949150000"
"20200122","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200122","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200123","배출권시장","KRD050021900","2019년 배출권","7100","0","0","0","0"
"20200123","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200128","배출권시장","KRD050021900","2019년 배출권","7100","0","0","0","0"
"20200128","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200128","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200129","배출권시장","KRD050021900","2019년 배출권","7100","2000","76000000","2000","76000000"
"20200129","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200129","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200130","배출권시장","KRD050021900","2019년 배출권","7100","2000","76200000","2000","76200000"
"20200130","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200130","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
"20200131","배출권시장","KRD050021900","2019년 배출권","7100","8000","305500000","8000","305500000"
"20200131","배출권시장","KRD050022007","2020년 배출권","7100","0","0","0","0"
"20200131","배출권시장","KRD052000001","외부사업 온실가스 감축량","7100","0","0","0","0"
