거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20210302","금시장","KRD040200002","금 99.99K","62500","63050","62290","63050","250510","15664040680"
"20210302","금시장","KRD040201000","미니금 100g","62820","63100","62510","63100","13304","834787090"
"20210303","금시장","KRD040200002","금 99.99K","63500","63790","63290","63340","170401","10849285180"
"20210303","금시장","KRD040201000","미니금 100g","63790","63830","63390","63590","19657","1256848320"
"20210304","금시장","KRD040200002","금 99.99K","63280","63280","62850","62960","129818","8158548550"
"20210304","금시장","KRD040201000","미니금 100g","63550","63550","62510","62980","11239","707745310"
"20210305","금시장","KRD040200002","금 99.99K","62900","62900","62200","62300","179882","11207089610"
"20210305","금시장","KRD040201000","미니금 100g","62640","62650","62250","62390","14784","923447530"
"20210308","금시장","KRD040200002","금 99.99K","62450","63020","62450","62700","241050","15092036920"
"20210308","금시장","KRD040201000","미니금 100g","62390","63270","62390","62930","3125","197184850"
"20210309","금시장","KRD040200002","금 99.99K","62400","62810","62280","62720","146048","9125456010"
"20210309","금시장","KRD040201000","미니금 100g","63050","63050","62420","62940","4029","252037250"
"20210310","금시장","KRD040200002","금 99.99K","63120","63560","63120","63560","135060","8561362100"
"20210310","금시장","KRD040201000","미니금 100g","63800","63850","63500","63700","2586","164837860"
"20210311","금시장","KRD040200002","금 99.99K","64000","64060","63630","63630","152841","9697871600"
"20210311","금시장","KRD040201000","미니금 100g","63750","64520","63750","64390","4634","296662090"
"20210312","금시장","KRD040200002","금 99.99K","63600","63600","63080","63150","120751","7616846970"
"20210312","금시장","KRD040201000","미니금 100g","64380","64380","63400","63550","3540","225203380"
"20210315","금시장","KRD040200002","금 99.99K","63200","63800","63200","63480","96133","6115027070"
"20210315","금시장","KRD040201000","미니금 100g","64200","64230","63650","63700","1778","113789420"
"20210316","금시장","KRD040200002","금 99.99K","63600","63850","63420","63480","120459","7649157440"
"20210316","금시장","KRD040201000","미니금 100g","63750","64230","63480","63680","2665","170646560"
"20210317","금시장","KRD040200002","금 99.99K","63470","63640","63380","63520","92180","5852284810"
"20210317","금시장","KRD040201000","미니금 100g","64000","64130","63720","63870","879","56101330"
"20210318","금시장","KRD040200002","금 99.99K","63800","63800","63550","63620","72544","4615141080"
"20210318","금시장","KRD040201000","미니금 100g","63870","64150","63840","64030","853","54494530"
"20210319","금시장","KRD040200002","금 99.99K","63570","63600","63320","63600","97247","6167771210"
"20210319","금시장","KRD040201000","미니금 100g","64030","64030","63700","63870","2515","160509520"
"20210322","금시장","KRD040200002","금 99.99K","63550","63800","63240","63280","80485","5117070920"
"20210322","금시장","KRD040201000","미니금 100g","63860","63860","63560","63560","2747","175206720"
"20210323","금시장","KRD040200002","금 99.99K","63350","63800","63240","63440","77014","4879637360"
"20210323","금시장","KRD040201000","미니금 100g","63570","63960","63520","63520","2109","134210820"
"20210324","금시장","KRD040200002","금 99.99K","63430","63560","63260","63420","64573","4095191230"
"20210324","금시장","KRD040201000","미니금 100g","63520","64000","63500","63670","2398","153108170"
"20210325","금시장","KRD040200002","금 99.99K","63580","63700","63500","63550","50273","3197161900"
"20210325","금시장","KRD040201000","미니금 100g","63700","64330","63670","63850","2221","141883830"
"20210326","금시장","KRD040200002","금 99.99K","63550","63550","63100","63230","81437","5148794550"
"20210326","금시장","KRD040201000","미니금 100g","63850","63900","63480","63600","3150","200724340"
"20210329","금시장","KRD040200002","금 99.99K","63240","63380","63200","63200","73090","4625801340"
"20210329","금시장","KRD040201000","미니금 100g","63650","63750","63550","63550","1878","119497420"
"20210330","금시장","KRD040200002","금 99.99K","63160","63160","62740","62740","90015","5656871660"
"20210330","금시장","KRD040201000","미니금 100g","63500","63500","62950","63140","4208","265833480"
"20210331","금시장","KRD040200002","금 99.99K","62300","62530","61950","62530","155527","9655195660"
"20210331","금시장","KRD040201000","미니금 100g","63000","63000","62600","62660","4565","286233370"
