거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20210201","금시장","KRD040200002","금 99.99K","66640","67200","66640","67130","147036","9823182220"
"20210201","금시장","KRD040201000","미니금 100g","67450","67700","67150","67500","14028","936362140"
"20210202","금시장","KRD040200002","금 99.99K","67210","67250","66730","66980","95982","6428858260"
"20210202","금시장","KRD040201000","미니금 100g","67500","67730","67500","67550","3303","223318770"
"20210203","금시장","KRD040200002","금 99.99K","66500","66500","66120","66280","115417","7649984530"
"20210203","금시장","KRD040201000","미니금 100g","67550","67550","66790","66880","3731","249508170"
"20210204","금시장","KRD040200002","금 99.99K","66280","66280","65870","65920","142999","9440735810"
"20210204","금시장","KRD040201000","미니금 100g","66710","66830","66150","66150","6838","454716420"
"20210205","금시장","KRD040200002","금 99.99K","65500","65640","65100","65400","216055","14128849620"
"20210205","금시장","KRD040201000","미니금 100g","66150","66150","65280","65860","4661","306986240"
"20210208","금시장","KRD040200002","금 99.99K","65990","65990","65490","65590","116826","7703094100"
"20210208","금시장","KRD040201000","미니금 100g","65910","66330","65870","65900","14238","945495540"
"20210209","금시장","KRD040200002","금 99.99K","65800","66280","65800","66180","145985","9627402290"
"20210209","금시장","KRD040201000","미니금 100g","66500","66900","66400","66600","3606","240121240"
"20210210","금시장","KRD040200002","금 99.99K","66180","66180","65820","65840","125268","8262514210"
"20210210","금시장","KRD040201000","미니금 100g","66600","66690","66350","66350","2541","169101640"
"20210215","금시장","KRD040200002","금 99.99K","65810","65810","64990","65050","215829","14048769770"
"20210215","금시장","KRD040201000","미니금 100g","66340","66340","65300","65500","6199","406808770"
"20210216","금시장","KRD040200002","금 99.99K","65050","65050","64810","64840","176591","11450201980"
"20210216","금시장","KRD040201000","미니금 100g","65600","65600","65150","65150","7996","522169970"
"20210217","금시장","KRD040200002","금 99.99K","64600","64600","64010","64210","144693","9294289180"
"20210217","금시장","KRD040201000","미니금 100g","65000","65150","64560","64560","6000","388040570"
"20210218","금시장","KRD040200002","금 99.99K","64100","64100","63500","63900","139351","8883949970"
"20210218","금시장","KRD040201000","미니금 100g","64560","64560","63930","64190","8204","526149930"
"20210219","금시장","KRD040200002","금 99.99K","63800","63800","63250","63540","167716","10645964010"
"20210219","금시장","KRD040201000","미니금 100g","64190","64190","63620","64010","4992","318902400"
"20210222","금시장","KRD040200002","금 99.99K","64000","64370","63810","64360","139008","8891313150"
"20210222","금시장","KRD040201000","미니금 100g","64360","64500","64170","64430","4343","279512820"
"20210223","금시장","KRD040200002","금 99.99K","65360","65400","65080","65140","141907","9248268170"
"20210223","금시장","KRD040201000","미니금 100g","65100","65500","65100","65330","4548","297320990"
"20210224","금시장","KRD040200002","금 99.99K","65160","65160","64890","65020","114022","7410260270"
"20210224","금시장","KRD040201000","미니금 100g","65490","65490","65000","65300","1852","120823020"
"20210225","금시장","KRD040200002","금 99.99K","65000","65000","64430","64480","110504","7137646260"
"20210225","금시장","KRD040201000","미니금 100g","65300","65300","64760","64880","3518","228241550"
"20210226","금시장","KRD040200002","금 99.99K","64270","64470","63960","64160","96918","6219786980"
"20210226","금시장","KRD040201000","미니금 100g","64530","64720","64270","64300","6124","395209600"
