거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20210104","금시장","KRD040200002","금 99.99K","67200","67580","67200","67580","168349","11355630040"
"20210104","금시장","KRD040201000","미니금 100g","67570","67640","67440","67510","4950","334368260"
"20210105","금시장","KRD040200002","금 99.99K","68800","68850","68460","68590","173491","11906839640"
"20210105","금시장","KRD040201000","미니금 100g","68670","68700","68500","68600","5627","386132850"
"20210106","금시장","KRD040200002","금 99.99K","69130","69480","69030","69230","237388","16325476020"
"20210106","금시장","KRD040201000","미니금 100g","69160","69290","68630","69000","7049","486525890"
"20210107","금시장","KRD040200002","금 99.99K","68700","68800","68400","68500","221856","15175434150"
"20210107","금시장","KRD040201000","미니금 100g","68990","68990","68000","68730","3922","268327740"
"20210108","금시장","KRD040200002","금 99.99K","68400","68800","68280","68320","196237","13447580460"
"20210108","금시장","KRD040201000","미니금 100g","68900","69600","68730","68980","3542","244280740"
"20210111","금시장","KRD040200002","금 99.99K","66880","67020","66400","66990","440155","29484466150"
"20210111","금시장","KRD040201000","미니금 100g","66500","68000","66450","67500","26446","1782768390"
"20210112","금시장","KRD040200002","금 99.99K","67460","67460","67180","67320","162629","10892082370"
"20210112","금시장","KRD040201000","미니금 100g","67500","67700","67250","67700","6355","429135430"
"20210113","금시장","KRD040200002","금 99.99K","67320","67430","66500","66600","271711","18055969040"
"20210113","금시장","KRD040201000","미니금 100g","67890","68010","66790","67450","6716","453599020"
"20210114","금시장","KRD040200002","금 99.99K","66800","66800","66310","66480","130327","8675341320"
"20210114","금시장","KRD040201000","미니금 100g","67500","67500","66950","66990","4560","306278600"
"20210115","금시장","KRD040200002","금 99.99K","66500","66710","66300","66340","120016","7985294250"
"20210115","금시장","KRD040201000","미니금 100g","67490","67820","66880","67520","3738","251694670"
"20210118","금시장","KRD040200002","금 99.99K","66240","66240","65580","65800","190502","12507653430"
"20210118","금시장","KRD040201000","미니금 100g","66410","66890","66040","66380","5378","357172110"
"20210119","금시장","KRD040200002","금 99.99K","66300","66300","65500","65670","168017","11039824600"
"20210119","금시장","KRD040201000","미니금 100g","66940","67350","66380","66380","4831","322803960"
"20210120","금시장","KRD040200002","금 99.99K","65810","66000","65720","66000","118843","7821487160"
"20210120","금시장","KRD040201000","미니금 100g","66940","67040","66150","66190","9640","639322960"
"20210121","금시장","KRD040200002","금 99.99K","66520","66710","66500","66660","67571","4496382360"
"20210121","금시장","KRD040201000","미니금 100g","66230","67130","66230","66800","2040","136401940"
"20210122","금시장","KRD040200002","금 99.99K","66680","66790","66350","66400","108854","7240717010"
"20210122","금시장","KRD040201000","미니금 100g","67020","67020","66580","66650","3623","241952580"
"20210125","금시장","KRD040200002","금 99.99K","66390","66400","65940","65990","123776","8187853600"
"20210125","금시장","KRD040201000","미니금 100g","66760","66760","66190","66250","4858","322536300"
"20210126","금시장","KRD040200002","금 99.99K","65990","66220","65970","66220","79708","5268171810"
"20210126","금시장","KRD040201000","미니금 100g","66250","66650","66250","66630","8204","544930820"
"20210127","금시장","KRD040200002","금 99.99K","66120","66120","65860","65950","99799","6580861030"
"20210127","금시장","KRD040201000","미니금 100g","66260","66370","66160","66350","6934","459728090"
"20210128","금시장","KRD040200002","금 99.99K","65950","66240","65890","66140","73103","4829275280"
"20210128","금시장","KRD040201000","미니금 100g","66340","66680","66300","66680","2811","186638290"
"20210129","금시장","KRD040200002","금 99.99K","66140","66700","66140","66620","78830","5236108380"
"20210129","금시장","KRD040201000","미니금 100g","66680","67000","66680","67000","3178","212285780"
