거래일자,시장구분명,종목코드,종목명,참가자번호(투자자구분코드),매도거래량,매도거래대금,매수거래량,매수거래대금
"20200203","석유시장","KRD040104014","휘-자가상표-고양","A0002","20000","28700000","0","0"
"20200203","석유시장","KRD040104014","휘-자가상표-고양","C0016","0","0","20000","28700000"
"20200203","석유시장","KRD040104121","휘-자가상표-대전","A0002","180000","258300000","0","0"
"20200203","석유시장","KRD040104121","휘-자가상표-대전","C0016","0","0","180000","258300000"
"20200203","석유시장","KRD040104154","휘-자가상표-천안","A0002","100000","143500000","0","0"
"20200203","석유시장","KRD040104154","휘-자가상표-천안","C0016","0","0","100000","143500000"
"20200203","석유시장","KRD040104188","휘-자가상표-군산","A0002","60000","86100000","0","0"
"20200203","석유시장","KRD040104188","휘-자가상표-군산","C0016","0","0","60000","86100000"
"20200203","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","140000","203000000","0","0"
"20200203","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","140000","203000000"
"20200203","석유시장","KRD040104329","휘-자가상표-울산(보)","A0003","40000","58000000","0","0"
"20200203","석유시장","KRD040104329","휘-자가상표-울산(보)","B0002","0","0","40000","58000000"
"20200203","석유시장","KRD040104527","휘-자가상표-김제익산","A0003","200000","290000000","0","0"
"20200203","석유시장","KRD040104527","휘-자가상표-김제익산","B0004","0","0","200000","290000000"
"20200203","석유시장","KRD040104550","휘-자가상표-성남","A0002","140000","200900000","0","0"
"20200203","석유시장","KRD040104550","휘-자가상표-성남","C0016","0","0","140000","200900000"
"20200203","석유시장","KRD040104568","휘-자가상표-인천","A0002","60000","86100000","0","0"
"20200203","석유시장","KRD040104568","휘-자가상표-인천","C0016","0","0","60000","86100000"
"20200203","석유시장","KRD040104592","휘-자가상표-대구권(보)","A0002","20000","28700000","0","0"
"20200203","석유시장","KRD040104592","휘-자가상표-대구권(보)","C0016","0","0","20000","28700000"
"20200203","석유시장","KRD040105466","휘-알뜰-서평택","F0001","0","0","0","0"
"20200203","석유시장","KRD040114013","경-자가상표-고양","A0002","60000","75300000","0","0"
"20200203","석유시장","KRD040114013","경-자가상표-고양","C0016","0","0","60000","75300000"
"20200203","석유시장","KRD040114120","경-자가상표-대전","A0002","220000","276100000","0","0"
"20200203","석유시장","KRD040114120","경-자가상표-대전","C0016","0","0","220000","276100000"
"20200203","석유시장","KRD040114153","경-자가상표-천안","A0002","100000","125500000","0","0"
"20200203","석유시장","KRD040114153","경-자가상표-천안","C0016","0","0","100000","125500000"
"20200203","석유시장","KRD040114187","경-자가상표-군산","A0002","200000","251000000","0","0"
"20200203","석유시장","KRD040114187","경-자가상표-군산","C0016","0","0","200000","251000000"
"20200203","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","200000","254000000","0","0"
"20200203","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","200000","254000000"
"20200203","석유시장","KRD040114526","경-자가상표-김제익산","A0003","300000","381000000","0","0"
"20200203","석유시장","KRD040114526","경-자가상표-김제익산","B0004","0","0","300000","381000000"
"20200203","석유시장","KRD040114559","경-자가상표-성남","A0002","180000","225900000","0","0"
"20200203","석유시장","KRD040114559","경-자가상표-성남","C0016","0","0","180000","225900000"
"20200203","석유시장","KRD040114567","경-자가상표-인천","A0002","60000","75300000","0","0"
"20200203","석유시장","KRD040114567","경-자가상표-인천","C0016","0","0","60000","75300000"
"20200203","석유시장","KRD040114583","경-자가상표-부산(보)","A0002","40000","50200000","0","0"
"20200203","석유시장","KRD040114583","경-자가상표-부산(보)","C0016","0","0","40000","50200000"
"20200203","석유시장","KRD040114591","경-자가상표-대구권(보)","A0002","80000","100400000","0","0"
"20200203","석유시장","KRD040114591","경-자가상표-대구권(보)","C0016","0","0","80000","100400000"
"20200203","석유시장","KRD040124046","등-자가상표-성남","A0002","40000","30600000","0","0"
"20200203","석유시장","KRD040124046","등-자가상표-성남","C0016","0","0","40000","30600000"
"20200203","석유시장","KRD040124129","등-자가상표-대전","A0002","140000","107100000","0","0"
"20200203","석유시장","KRD040124129","등-자가상표-대전","C0016","0","0","140000","107100000"
"20200203","석유시장","KRD040124152","등-자가상표-천안","A0002","100000","76500000","0","0"
"20200203","석유시장","KRD040124152","등-자가상표-천안","C0016","0","0","100000","76500000"
"20200203","석유시장","KRD040124186","등-자가상표-군산","A0002","140000","107100000","0","0"
"20200203","석유시장","KRD040124186","등-자가상표-군산","C0016","0","0","140000","107100000"
"20200203","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","400000","312000000","0","0"
"20200203","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","400000","312000000"
"20200204","석유시장","KRD040104063","휘-자가상표-인천(보)","A0003","400000","582000000","0","0"
"20200204","석유시장","KRD040104063","휘-자가상표-인천(보)","C0250","0","0","400000","582000000"
"20200204","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","60000","87300000","0","0"
"20200204","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","60000","87300000"
"20200204","석유시장","KRD040105466","휘-알뜰-서평택","F0001","0","0","0","0"
"20200204","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","380000","484500000","0","0"
"20200204","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","380000","484500000"
"20200204","석유시장","KRD040114328","경-자가상표-울산(보)","A0003","100000","127500000","0","0"
"20200204","석유시장","KRD040114328","경-자가상표-울산(보)","B0002","0","0","100000","127500000"
"20200204","석유시장","KRD040114484","경-자가상표-인천(보)","A0003","1200000","1530000000","0","0"
"20200204","석유시장","KRD040114484","경-자가상표-인천(보)","C0250","0","0","1200000","1530000000"
"20200204","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","500000","395000000","0","0"
"20200204","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","500000","395000000"
"20200204","석유시장","KRD040124483","등-자가상표-인천(보)","A0002","60000","45000000","0","0"
"20200204","석유시장","KRD040124483","등-자가상표-인천(보)","A0003","300000","237000000","0","0"
"20200204","석유시장","KRD040124483","등-자가상표-인천(보)","B0002","0","0","60000","45000000"
"20200204","석유시장","KRD040124483","등-자가상표-인천(보)","C0250","0","0","300000","237000000"
"20200205","석유시장","KRD040104063","휘-자가상표-인천(보)","A0003","120000","174600000","0","0"
"20200205","석유시장","KRD040104063","휘-자가상표-인천(보)","C0250","0","0","120000","174600000"
"20200205","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","100000","145500000","0","0"
"20200205","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","100000","145500000"
"20200205","석유시장","KRD040104329","휘-자가상표-울산(보)","A0003","60000","87300000","0","0"
"20200205","석유시장","KRD040104329","휘-자가상표-울산(보)","B0002","0","0","60000","87300000"
"20200205","석유시장","KRD040104527","휘-자가상표-김제익산","A0003","60000","87300000","0","0"
"20200205","석유시장","KRD040104527","휘-자가상표-김제익산","B0004","0","0","60000","87300000"
"20200205","석유시장","KRD040104642","휘-자가상표-성남(보)","A0003","500000","727500000","0","0"
"20200205","석유시장","KRD040104642","휘-자가상표-성남(보)","C0008","0","0","500000","727500000"
"20200205","석유시장","KRD040105466","휘-알뜰-서평택","F0001","0","0","0","0"
"20200205","석유시장","KRD040114229","경-자가상표-여수(보)","A0003","340000","433500000","0","0"
"20200205","석유시장","KRD040114229","경-자가상표-여수(보)","B0004","0","0","340000","433500000"
"20200205","석유시장","KRD040114328","경-자가상표-울산(보)","A0003","80000","102000000","0","0"
"20200205","석유시장","KRD040114328","경-자가상표-울산(보)","B0002","0","0","80000","102000000"
"20200205","석유시장","KRD040114484","경-자가상표-인천(보)","A0003","500000","637500000","0","0"
"20200205","석유시장","KRD040114484","경-자가상표-인천(보)","C0250","0","0","500000","637500000"
"20200205","석유시장","KRD040114526","경-자가상표-김제익산","A0003","200000","255000000","0","0"
"20200205","석유시장","KRD040114526","경-자가상표-김제익산","B0004","0","0","200000","255000000"
"20200205","석유시장","KRD040114559","경-자가상표-성남","A0002","20000","24800000","0","0"
"20200205","석유시장","KRD040114559","경-자가상표-성남","C0022","0","0","20000","24800000"
"20200205","석유시장","KRD040114641","경-자가상표-성남(보)","A0003","700000","892500000","0","0"
"20200205","석유시장","KRD040114641","경-자가상표-성남(보)","C0008","0","0","700000","892500000"
"20200205","석유시장","KRD040124228","등-자가상표-여수(보)","A0003","560000","442400000","0","0"
"20200205","석유시장","KRD040124228","등-자가상표-여수(보)","B0004","0","0","560000","442400000"
"20200205","석유시장","KRD040124327","등-자가상표-울산(보)","A0003","80000","63200000","0","0"
"20200205","석유시장","KRD040124327","등-자가상표-울산(보)","B0002","0","0","80000","63200000"
"20200205","석유시장","KRD040124483","등-자가상표-인천(보)","A0003","180000","142200000","0","0"
"20200205","석유시장","KRD040124483","등-자가상표-인천(보)","C0250","0","0","180000","142200000"
"20200206","석유시장","KRD040104063","휘-자가상표-인천(보)","A0003","200000","286000000","0","0"
"20200206","석유시장","KRD040104063","휘-자가상표-인천(보)","C0250","0","0","200000","286000000"
"20200206","석유시장","KRD040104154","휘-자가상표-천안","B0004","0","0","0","0"
"20200206","석유시장","KRD040104220","휘-자가상표-여수(보)","A0003","140000","200200000","0","0"
"20200206","석유시장","KRD040104220","휘-자가상표-여수(보)","B0004","0","0","140000","200200000"
"20200206","석유시장","KRD040104527","휘-자가상표-김제익산","A0003","900000","1287000000","0","0"
"20200206","석유시장","KRD040104527","휘-자가상표-김제익산","B0004","0","0","900000","1287000000"
"20200206","석유시장","KRD040105466","휘-알뜰-서평택","F0001","0","0","0","0"
