거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20220203","배출권시장","KRD050032105","배출권21","35150","35150","34950","34950","9200","322090000"
"20220203","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220203","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220203","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220203","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220203","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220203","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","35000","0","0"
"20220203","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220203","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220203","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220203","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","35000","0","0"
"20220204","배출권시장","KRD050032105","배출권21","34950","34950","34900","34900","7600","265365000"
"20220204","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220204","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220204","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220204","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220204","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220204","배출권시장","KRD052000001","외부사업 감축량20-22","34900","34900","34900","34900","10000","349000000"
"20220204","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220204","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220204","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220204","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","35000","0","0"
"20220207","배출권시장","KRD050032105","배출권21","34850","34850","34750","34800","9180","319439000"
"20220207","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220207","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220207","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220207","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220207","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220207","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34900","0","0"
"20220207","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220207","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220207","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220207","배출권시장","KRD054032101","국외 외부사업 감축량21-23","35000","35000","35000","35000","3000","105000000"
"20220208","배출권시장","KRD050032105","배출권21","34750","34750","34600","34650","40500","1404450000"
"20220208","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220208","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220208","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220208","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220208","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220208","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34900","0","0"
"20220208","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220208","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
