거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20220103","배출권시장","KRD050032105","배출권21","35100","35100","35100","35100","4200","147420000"
"20220103","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220103","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220103","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220103","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220103","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220103","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220103","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","34600","0","0"
"20220103","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220103","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220103","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220104","배출권시장","KRD050032105","배출권21","35100","35200","35100","35100","4800","168580000"
"20220104","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220104","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220104","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220104","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220104","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220104","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220104","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","34600","0","0"
"20220104","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220104","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220104","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220105","배출권시장","KRD050032105","배출권21","35250","35300","35050","35050","8000","281875000"
"20220105","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220105","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220105","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220105","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220105","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220105","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220105","배출권시장","KRD052032103","외부사업 감축량21-23","35000","35500","35000","35500","13900","491850000"
"20220105","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220105","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220105","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220106","배출권시장","KRD050032105","배출권21","35300","35350","35300","35300","11000","388425000"
"20220106","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220106","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220106","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220106","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220106","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220106","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220106","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220106","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220106","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220106","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220107","배출권시장","KRD050032105","배출권21","35350","35400","35300","35400","11500","406175000"
"20220107","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220107","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220107","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220107","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220107","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220107","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220107","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220107","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220107","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220107","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220110","배출권시장","KRD050032105","배출권21","35400","35450","35300","35300","14800","523795000"
"20220110","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220110","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220110","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220110","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220110","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220110","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220110","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220110","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220110","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220110","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220111","배출권시장","KRD050032105","배출권21","35400","35500","35400","35400","14700","520905000"
"20220111","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220111","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220111","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220111","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220111","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220111","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220111","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220111","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220111","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220111","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220112","배출권시장","KRD050032105","배출권21","35400","35600","35400","35400","12550","444395000"
"20220112","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220112","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220112","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220112","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220112","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220112","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220112","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220112","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220112","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220112","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220113","배출권시장","KRD050032105","배출권21","35450","35450","35350","35400","20250","717010000"
"20220113","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220113","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220113","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220113","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220113","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220113","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","34500","0","0"
"20220113","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220113","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220113","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220113","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220114","배출권시장","KRD050032105","배출권21","35400","35400","35350","35350","7500","265175000"
"20220114","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220114","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220114","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220114","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220114","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220114","배출권시장","KRD052000001","외부사업 감축량20-22","35000","35000","35000","35000","2200","77000000"
"20220114","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220114","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220114","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220114","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220117","배출권시장","KRD050032105","배출권21","35350","35400","35250","35250","10300","363750000"
"20220117","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220117","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220117","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220117","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220117","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220117","배출권시장","KRD052000001","외부사업 감축량20-22","35000","35000","35000","35000","58","2030000"
"20220117","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220117","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220117","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220117","배출권시장","KRD054032101","국외 외부사업 감축량21-23","0","0","0","34000","0","0"
"20220118","배출권시장","KRD050032105","배출권21","35250","35250","35200","35200","5000","176075000"
"20220118","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220118","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220118","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220118","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220118","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220118","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","35000","0","0"
"20220118","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220118","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220118","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220118","배출권시장","KRD054032101","국외 외부사업 감축량21-23","35000","35000","35000","35000","1635","57225000"
"20220119","배출권시장","KRD050032105","배출권21","35200","35200","35000","35000","8000","280825000"
"20220119","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220119","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220119","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220119","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220119","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220119","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","35000","0","0"
"20220119","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220119","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220119","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220119","배출권시장","KRD054032101","국외 외부사업 감축량21-23","35000","35000","35000","35000","2000","70000000"
"20220120","배출권시장","KRD050032105","배출권21","35200","35200","35100","35100","14000","492000000"
"20220120","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220120","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220120","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220120","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220120","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220120","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","35000","0","0"
"20220120","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220120","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220120","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
"20220120","배출권시장","KRD054032101","국외 외부사업 감축량21-23","35000","35000","35000","35000","4800","168000000"
"20220121","배출권시장","KRD050032105","배출권21","35000","35050","35000","35000","40300","1410875000"
"20220121","배출권시장","KRD050032204","배출권22","0","0","0","32700","0","0"
"20220121","배출권시장","KRD050032303","배출권23","0","0","0","32700","0","0"
"20220121","배출권시장","KRD050032402","배출권24","0","0","0","32700","0","0"
"20220121","배출권시장","KRD050032501","배출권25","0","0","0","32700","0","0"
"20220121","배출권시장","KRD051032104","상쇄배출권21","0","0","0","15450","0","0"
"20220121","배출권시장","KRD052000001","외부사업 감축량20-22","0","0","0","35000","0","0"
"20220121","배출권시장","KRD052032103","외부사업 감축량21-23","0","0","0","35500","0","0"
"20220121","배출권시장","KRD053032102","국외상쇄배출권21","0","0","0","15450","0","0"
"20220121","배출권시장","KRD054000009","국외 외부사업 감축량20-22","0","0","0","37600","0","0"
