거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20200203","금시장","KRD040200002","금 99.99K","60600","60900","59990","60200","118202","7137328560"
"20200203","금시장","KRD040201000","미니금 100g","61020","61020","60500","60570","7299","443460620"
"20200204","금시장","KRD040200002","금 99.99K","60080","60290","59640","59820","66300","3967972980"
"20200204","금시장","KRD040201000","미니금 100g","60220","60550","59600","60160","3863","232175670"
"20200205","금시장","KRD040200002","금 99.99K","59510","59690","58970","59510","48438","2872853790"
"20200205","금시장","KRD040201000","미니금 100g","59100","59750","58990","59570","3649","216579650"
"20200206","금시장","KRD040200002","금 99.99K","59510","59510","58940","59200","40139","2374255680"
"20200206","금시장","KRD040201000","미니금 100g","59570","59570","58950","59050","2706","160074340"
"20200207","금시장","KRD040200002","금 99.99K","59230","59940","59230","59730","29144","1742794940"
"20200207","금시장","KRD040201000","미니금 100g","59150","59930","59150","59680","1464","87609330"
"20200210","금시장","KRD040200002","금 99.99K","60000","60150","59670","59680","78278","4686356250"
"20200210","금시장","KRD040201000","미니금 100g","60500","60550","59870","59940","3194","191978930"
"20200211","금시장","KRD040200002","금 99.99K","59970","59970","59550","59570","30398","1813785920"
"20200211","금시장","KRD040201000","미니금 100g","60000","60070","59600","59600","2723","163172020"
"20200212","금시장","KRD040200002","금 99.99K","59540","59560","59210","59230","27657","1642370060"
"20200212","금시장","KRD040201000","미니금 100g","59600","59820","59310","59310","1016","60525060"
"20200213","금시장","KRD040200002","금 99.99K","59290","59700","59290","59680","30147","1792303830"
"20200213","금시장","KRD040201000","미니금 100g","59820","59950","59640","59810","1432","85529900"
"20200214","금시장","KRD040200002","금 99.99K","59800","59900","59530","59630","28347","1692533740"
"20200214","금시장","KRD040201000","미니금 100g","59930","60190","59900","60050","1342","80522910"
"20200217","금시장","KRD040200002","금 99.99K","59840","59940","59800","59900","51736","3098256000"
"20200217","금시장","KRD040201000","미니금 100g","60100","60380","59950","60110","1980","119230070"
"20200218","금시장","KRD040200002","금 99.99K","60020","60370","60020","60350","91036","5485694820"
"20200218","금시장","KRD040201000","미니금 100g","60360","60550","60360","60500","2908","175914630"
"20200219","금시장","KRD040200002","금 99.99K","60700","61120","60700","60910","119532","7279958580"
"20200219","금시장","KRD040201000","미니금 100g","60980","61260","60000","60000","19422","1185898370"
"20200220","금시장","KRD040200002","금 99.99K","61020","61680","61020","61500","97019","5959668270"
"20200220","금시장","KRD040201000","미니금 100g","61280","61900","61000","61450","4068","250096800"
"20200221","금시장","KRD040200002","금 99.99K","62240","62970","62180","62860","124955","7805731950"
"20200221","금시장","KRD040201000","미니금 100g","62420","62710","62320","62650","7926","495776050"
"20200224","금시장","KRD040200002","금 99.99K","64700","65280","64450","64800","167061","10807892540"
"20200224","금시장","KRD040201000","미니금 100g","64000","65000","64000","64500","7761","501889980"
"20200225","금시장","KRD040200002","금 99.99K","65010","65010","62810","63550","159550","10181217030"
"20200225","금시장","KRD040201000","미니금 100g","64990","64990","63190","63200","15337","971811970"
"20200226","금시장","KRD040200002","금 99.99K","63570","63990","63390","63700","96568","6154929990"
"20200226","금시장","KRD040201000","미니금 100g","64680","64680","63100","63250","7126","452219720"
"20200227","금시장","KRD040200002","금 99.99K","63700","64070","63480","64000","88674","5658400240"
"20200227","금시장","KRD040201000","미니금 100g","63600","63840","63100","63220","4697","297922270"
"20200228","금시장","KRD040200002","금 99.99K","64000","64000","63230","63300","97911","6242486370"
"20200228","금시장","KRD040201000","미니금 100g","63600","63600","63100","63100","4236","267553670"
