거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20200102","금시장","KRD040200002","금 99.99K","56720","56860","56620","56860","40028","2272544580"
"20200102","금시장","KRD040201000","미니금 100g","56960","57050","56900","57020","2215","126182060"
"20200103","금시장","KRD040200002","금 99.99K","57110","57990","57110","57850","63246","3638889520"
"20200103","금시장","KRD040201000","미니금 100g","57330","58090","57330","58030","3116","179044870"
"20200106","금시장","KRD040200002","금 99.99K","58600","59430","58600","59420","177827","10510957100"
"20200106","금시장","KRD040201000","미니금 100g","59000","59570","59000","59490","10349","614379760"
"20200107","금시장","KRD040200002","금 99.99K","59100","59100","58440","58750","96203","5640012480"
"20200107","금시장","KRD040201000","미니금 100g","59050","59060","58460","59000","11338","665066910"
"20200108","금시장","KRD040200002","금 99.99K","59600","60880","59600","60010","264938","15942229650"
"20200108","금시장","KRD040201000","미니금 100g","59600","61200","59600","60020","7711","465154560"
"20200109","금시장","KRD040200002","금 99.99K","58470","58470","58000","58120","104288","6072554640"
"20200109","금시장","KRD040201000","미니금 100g","60000","60000","58030","58050","6539","381015360"
"20200110","금시장","KRD040200002","금 99.99K","57950","58120","57870","57930","43182","2502685740"
"20200110","금시장","KRD040201000","미니금 100g","58240","58250","57880","58000","2135","123992390"
"20200113","금시장","KRD040200002","금 99.99K","58050","58380","57900","57940","39443","2290417770"
"20200113","금시장","KRD040201000","미니금 100g","58420","58420","58000","58010","1443","84156680"
"20200114","금시장","KRD040200002","금 99.99K","57920","57920","57050","57330","47558","2721982760"
"20200114","금시장","KRD040201000","미니금 100g","57590","57600","57190","57600","2732","156584280"
"20200115","금시장","KRD040200002","금 99.99K","57700","57990","57660","57800","19636","1135823500"
"20200115","금시장","KRD040201000","미니금 100g","57850","58210","57850","57990","1361","78984680"
"20200116","금시장","KRD040200002","금 99.99K","57830","58260","57830","57940","47166","2734879330"
"20200116","금시장","KRD040201000","미니금 100g","58270","58440","58020","58020","1490","86814370"
"20200117","금시장","KRD040200002","금 99.99K","58100","58100","57800","58000","27734","1606789520"
"20200117","금시장","KRD040201000","미니금 100g","58230","58230","57970","58070","458","26581510"
"20200120","금시장","KRD040200002","금 99.99K","58300","58300","57990","58150","38794","2251817030"
"20200120","금시장","KRD040201000","미니금 100g","58410","58410","58250","58350","660","38524870"
"20200121","금시장","KRD040200002","금 99.99K","58290","58700","58140","58620","57012","3336990670"
"20200121","금시장","KRD040201000","미니금 100g","58580","58880","58450","58850","2893","169782320"
"20200122","금시장","KRD040200002","금 99.99K","58620","58620","58090","58140","31550","1836950970"
"20200122","금시장","KRD040201000","미니금 100g","58790","58790","58200","58340","1888","110507760"
"20200123","금시장","KRD040200002","금 99.99K","58210","58630","58210","58580","23257","1360804960"
"20200123","금시장","KRD040201000","미니금 100g","58570","58910","58570","58730","1431","83974910"
"20200128","금시장","KRD040200002","금 99.99K","59530","59900","59500","59700","122917","7331125930"
"20200128","금시장","KRD040201000","미니금 100g","59840","59990","59700","59710","4454","266355950"
"20200129","금시장","KRD040200002","금 99.99K","59400","59400","59000","59220","40741","2410201720"
"20200129","금시장","KRD040201000","미니금 100g","59700","59700","59200","59200","2695","160063610"
"20200130","금시장","KRD040200002","금 99.99K","59540","59920","59540","59830","82025","4907495540"
"20200130","금시장","KRD040201000","미니금 100g","60900","60900","59900","60000","7837","470632480"
"20200131","금시장","KRD040200002","금 99.99K","59900","59940","59650","59910","77156","4616128000"
"20200131","금시장","KRD040201000","미니금 100g","60580","60580","59850","60240","5405","324501610"
