거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20220203","금시장","KRD040200002","금 99.99K","70190","70190","69890","70100","46940","3291135820"
"20220203","금시장","KRD040201000","미니금 100g","70000","70350","69940","70010","1374","96364060"
"20220204","금시장","KRD040200002","금 99.99K","70080","70080","69720","69720","87976","6145135220"
"20220204","금시장","KRD040201000","미니금 100g","70010","70010","69680","69750","3028","211381280"
"20220207","금시장","KRD040200002","금 99.99K","69750","70040","69750","70010","72279","5059149790"
"20220207","금시장","KRD040201000","미니금 100g","70000","70100","69880","70000","1274","89156650"
"20220208","금시장","KRD040200002","금 99.99K","70130","70420","70130","70240","102238","7187253460"
"20220208","금시장","KRD040201000","미니금 100g","70070","70360","70070","70220","1947","136776110"
"20220209","금시장","KRD040200002","금 99.99K","70240","70460","70240","70430","73592","5177933190"
"20220209","금시장","KRD040201000","미니금 100g","70230","70300","70230","70300","848","59606940"
"20220210","금시장","KRD040200002","금 99.99K","70430","70670","70430","70490","56966","4020323870"
"20220210","금시장","KRD040201000","미니금 100g","70300","70550","70300","70500","1410","99401940"
"20220211","금시장","KRD040200002","금 99.99K","70410","70500","70310","70360","51857","3650704110"
"20220211","금시장","KRD040201000","미니금 100g","70500","70600","70310","70400","1242","87524570"
"20220214","금시장","KRD040200002","금 99.99K","71650","71680","71200","71390","198350","14189289920"
"20220214","금시장","KRD040201000","미니금 100g","71560","71650","71150","71200","3056","218420530"
"20220215","금시장","KRD040200002","금 99.99K","72000","72290","71930","72270","228459","16475925280"
"20220215","금시장","KRD040201000","미니금 100g","71840","72330","71840","72320","9958","717754310"
"20220216","금시장","KRD040200002","금 99.99K","71300","71330","71030","71210","134860","9610343590"
"20220216","금시장","KRD040201000","미니금 100g","71540","71540","71040","71260","9454","672199470"
"20220217","금시장","KRD040200002","금 99.99K","71330","72070","71330","72070","146225","10502115070"
"20220217","금시장","KRD040201000","미니금 100g","71840","72190","71590","72160","5022","361036600"
"20220218","금시장","KRD040200002","금 99.99K","72500","73100","72340","72430","181937","13233607490"
"20220218","금시장","KRD040201000","미니금 100g","72580","73090","72390","72500","3865","280611470"
"20220221","금시장","KRD040200002","금 99.99K","72510","73240","72340","72390","110979","8083951180"
"20220221","금시장","KRD040201000","미니금 100g","73160","73300","72300","72330","5941","433355450"
"20220222","금시장","KRD040200002","금 99.99K","72980","73230","72930","72990","128777","9408404540"
"20220222","금시장","KRD040201000","미니금 100g","73040","73300","72970","73000","7595","555837290"
"20220223","금시장","KRD040200002","금 99.99K","73010","73010","72500","72550","101762","7395390600"
"20220223","금시장","KRD040201000","미니금 100g","72900","72900","72360","72730","3909","283180870"
"20220224","금시장","KRD040200002","금 99.99K","73000","74690","73000","74360","411967","30362630120"
"20220224","금시장","KRD040201000","미니금 100g","73180","74950","73170","74670","20598","1523352640"
"20220225","금시장","KRD040200002","금 99.99K","73700","73700","73060","73360","223412","16394913440"
"20220225","금시장","KRD040201000","미니금 100g","74140","74140","73300","73630","7520","553239200"
"20220228","금시장","KRD040200002","금 99.99K","73300","73750","73270","73500","126211","9284870160"
"20220228","금시장","KRD040201000","미니금 100g","73100","73970","73100","73550","4647","342640270"
