거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20220302","금시장","KRD040200002","금 99.99K","74520","74630","74130","74370","184978","13763635300"
"20220302","금시장","KRD040201000","미니금 100g","74750","74900","74400","74570","5049","376568560"
"20220303","금시장","KRD040200002","금 99.99K","74010","74100","73880","74080","134744","9972794550"
"20220303","금시장","KRD040201000","미니금 100g","74570","74570","73930","74100","4353","322583630"
"20220304","금시장","KRD040200002","금 99.99K","74420","75350","74420","74930","222749","16686310010"
"20220304","금시장","KRD040201000","미니금 100g","74620","75600","74620","74770","14673","1101297630"
"20220307","금시장","KRD040200002","금 99.99K","76470","77340","76470","76960","356785","27505202730"
"20220307","금시장","KRD040201000","미니금 100g","76110","77550","76100","77140","8605","663655210"
"20220308","금시장","KRD040200002","금 99.99K","77670","78370","77490","78360","311750","24315946700"
"20220308","금시장","KRD040201000","미니금 100g","77500","78370","77290","78300","10223","795494760"
"20220310","금시장","KRD040200002","금 99.99K","77350","77400","76610","77130","476463","36689811560"
"20220310","금시장","KRD040201000","미니금 100g","78000","78000","76700","77050","15900","1224549800"
"20220311","금시장","KRD040200002","금 99.99K","77260","78150","77260","77780","287155","22357452720"
"20220311","금시장","KRD040201000","미니금 100g","77820","77990","77090","77230","6318","489851100"
"20220314","금시장","KRD040200002","금 99.99K","77750","78040","77610","78010","154161","12004411950"
"20220314","금시장","KRD040201000","미니금 100g","77800","77800","77210","77570","8173","632136220"
"20220315","금시장","KRD040200002","금 99.99K","77500","77500","76460","76740","252778","19499689410"
"20220315","금시장","KRD040201000","미니금 100g","77000","77450","76110","76150","7821","600326090"
"20220316","금시장","KRD040200002","금 99.99K","76010","76300","75780","75790","212349","16142834280"
"20220316","금시장","KRD040201000","미니금 100g","76000","76010","75360","75360","9710","735240140"
"20220317","금시장","KRD040200002","금 99.99K","75700","75730","75100","75170","231398","17459677930"
"20220317","금시장","KRD040201000","미니금 100g","75070","75390","74440","74500","7331","549778740"
"20220318","금시장","KRD040200002","금 99.99K","75370","75580","75000","75000","173217","13031443650"
"20220318","금시장","KRD040201000","미니금 100g","74720","75100","74430","74500","21688","1616825730"
"20220321","금시장","KRD040200002","금 99.99K","74650","75180","74490","75080","140302","10504358740"
"20220321","금시장","KRD040201000","미니금 100g","74320","74800","73830","74800","7028","522491390"
"20220322","금시장","KRD040200002","금 99.99K","75330","75720","75260","75400","105216","7951101150"
"20220322","금시장","KRD040201000","미니금 100g","74920","75610","74910","75490","7365","555735010"
"20220323","금시장","KRD040200002","금 99.99K","75300","75300","74630","74700","93636","7010405800"
"20220323","금시장","KRD040201000","미니금 100g","75060","75060","74300","74450","2208","164428790"
"20220324","금시장","KRD040200002","금 99.99K","75490","76090","75490","75650","94533","7170022260"
"20220324","금시장","KRD040201000","미니금 100g","75300","75800","75200","75210","3829","288911030"
"20220325","금시장","KRD040200002","금 99.99K","76180","76330","76130","76150","107321","8173435960"
"20220325","금시장","KRD040201000","미니금 100g","76100","76190","75820","75820","2718","206528400"
"20220328","금시장","KRD040200002","금 99.99K","76500","76560","75800","75920","96558","7363542370"
"20220328","금시장","KRD040201000","미니금 100g","76300","76300","75400","75470","1763","134092890"
"20220329","금시장","KRD040200002","금 99.99K","75350","75410","75120","75270","112540","8471039520"
"20220329","금시장","KRD040201000","미니금 100g","75470","75470","74700","75100","8919","668952790"
"20220330","금시장","KRD040200002","금 99.99K","74480","74930","74480","74920","148870","11132582430"
"20220330","금시장","KRD040201000","미니금 100g","74460","74750","74300","74720","2067","153941190"
"20220331","금시장","KRD040200002","금 99.99K","75010","75300","74770","74990","81469","6107619060"
"20220331","금시장","KRD040201000","미니금 100g","75400","75400","74150","74380","4739","353354970"
