거래일자,시장구분명,종목코드,종목명,시가,고가,저가,종가,거래량,거래대금
"20200102","배출권시장","KRD050021900","배출권19","36500","36500","36500","36500","1500","54750000"
"20200102","배출권시장","KRD050022007","배출권20","0","0","0","39000","0","0"
"20200102","배출권시장","KRD051021909","상쇄배출권19","0","0","0","31850","0","0"
"20200102","배출권시장","KRD052000001","외부사업 감축량","0","0","0","39500","0","0"
"20200102","배출권시장","KRD053021907","국외상쇄배출권19","0","0","0","31850","0","0"
"20200102","배출권시장","KRD054000009","국외 외부사업 감축량","0","0","0","37600","0","0"
"20200103","배출권시장","KRD050021900","배출권19","40000","40000","35050","35050","5451","215565000"
"20200103","배출권시장","KRD050022007","배출권20","0","0","0","39000","0","0"
"20200103","배출권시장","KRD051021909","상쇄배출권19","0","0","0","31850","0","0"
"20200103","배출권시장","KRD052000001","외부사업 감축량","0","0","0","39500","15304","603742800"
"20200103","배출권시장","KRD053021907","국외상쇄배출권19","0","0","0","31850","0","0"
"20200103","배출권시장","KRD054000009","국외 외부사업 감축량","0","0","0","37600","0","0"
"20200106","배출권시장","KRD050021900","배출권19","32100","33000","32100","33000","5500","177000000"
"20200106","배출권시장","KRD050022007","배출권20","0","0","0","35050","0","0"
"20200106","배출권시장","KRD051021909","상쇄배출권19","0","0","0","31850","0","0"
"20200106","배출권시장","KRD052000001","외부사업 감축량","0","0","0","39500","0","0"
"20200106","배출권시장","KRD053021907","국외상쇄배출권19","0","0","0","31850","0","0"
"20200106","배출권시장","KRD054000009","국외 외부사업 감축량","0","0","0","37600","0","0"
"20200107","배출권시장","KRD050021900","배출권19","35200","35200","35200","35200","5000","176000000"
"20200107","배출권시장","KRD050022007","배출권20","0","0","0","35050","0","0"
"20200107","배출권시장","KRD051021909","상쇄배출권19","0","0","0","31850","0","0"
"20200107","배출권시장","KRD052000001","외부사업 감축량","0","0","0","39500","0","0"
"20200107","배출권시장","KRD053021907","국외상쇄배출권19","0","0","0","31850","0","0"
"20200107","배출권시장","KRD054000009","국외 외부사업 감축량","0","0","0","37600","0","0"
"20200108","배출권시장","KRD050021900","배출권19","0","0","0","36000","0","0"
"20200108","배출권시장","KRD050022007","배출권20","0","0","0","35050","0","0"
"20200108","배출권시장","KRD051021909","상쇄배출권19","0","0","0","31850","0","0"
"20200108","배출권시장","KRD052000001","외부사업 감축량","0","0","0","39500","0","0"
"20200108","배출권시장","KRD053021907","국외상쇄배출권19","0","0","0","31850","0","0"
"20200108","배출권시장","KRD054000009","국외 외부사업 감축량","0","0","0","37600","0","0"
"20200109","배출권시장","KRD050021900","배출권19","35500","35500","35500","35500","5000","177500000"
"20200109","배출권시장","KRD050022007","배출권20","0","0","0","35050","0","0"
"20200109","배출권시장","KRD051021909","상쇄배출권19","0","0","0","31850","0","0"
"20200109","배출권시장","KRD052000001","외부사업 감축량","0","0","0","39500","0","0"
"20200109","배출권시장","KRD053021907","국외상쇄배출권19","0","0","0","31850","0","0"
"20200109","배출권시장","KRD054000009","국외 외부사업 감축량","0","0","0","37600","0","0"
"20200110","배출권시장","KRD050021900","배출권19","36550","38000","36550","38000","12000","445750000"
"20200110","배출권시장","KRD050022007","배출권20","0","0","0","35050","0","0"
"20200110","배출권시장","KRD051021909","상쇄배출권19","0","0","0","31850","0","0"
"20200110","배출권시장","KRD052000001","외부사업 감축량","0","0","0","39500","0","0"
